Id,Delay
668,68.7896330565
669,100.65198433
670,156.549140776
671,50.4950420512
672,997.114478652
673,507.363681379
674,1070.72760471
675,529.803235108
676,131.858451423
677,475.353790501
678,239.831218196
679,305.350452347
680,130.896769651
681,982.937651183
682,136.145093106
683,57.973965369
684,1040.46763189
685,160.587837359
686,574.962931623
687,68.8028456932
688,171.309193078
689,485.434068189
690,1023.02309403
691,1019.60055251
692,49.7408974032
693,555.550953087
694,991.034572806
695,513.257065075
696,218.677274363
697,145.439426451
698,269.830003036
699,43.4483966202
700,48.5616897975
701,127.792053726
702,44.4459981754
703,1007.60493722
704,120.277736543
705,39.0798229876
706,106.589258612
707,185.390749336
708,119.124687386
709,1006.60994597
710,365.185933847
711,498.608032841
712,603.586576087
713,151.396329957
714,24.7121314789
715,161.950355085
716,510.898877458
717,143.12269098
718,25.748682766
719,264.147484798
720,57.31247766
721,147.399303369
722,61.0635335739
723,44.6435479956
724,267.403258033
725,135.215544155
726,1077.66793322
727,124.259127532
728,549.195063502
729,50.7664363766
730,87.2728274996
731,84.3966183743
732,56.5297905796
733,55.6017072353
734,244.698422216
735,195.320444665
736,538.630401381
737,264.587631604
738,228.273985492
739,249.510322449
740,55.8214739916
741,89.916441675
742,115.816174646
743,252.562989031
744,62.1123203398
745,138.155117265
746,242.135694935
747,70.4591986983
748,961.588549291
749,147.25673452
750,51.2184456913
751,589.188569091
752,1009.32596801
753,339.880187424
754,218.771021554
755,27.7142066349
756,496.125039205
757,132.547432138
758,554.853481495
759,585.874256812
760,997.309809932
761,1027.60360445
762,114.002532281
763,222.503583243
764,1068.50950605
765,92.2329934568
766,137.713028022
767,497.979414526
768,97.3672208673
769,517.016051859
770,149.863308363
771,112.445258281
772,37.1837526181
773,996.392981454
774,91.1750507938
775,985.350052842
776,130.854393634
777,143.088076482
778,988.470181261
779,34.0490780986
780,524.353824831
781,262.589718046
782,978.02269287
783,272.817982566
784,175.371398083
785,1026.41253206
786,567.562770762
787,73.149137686
788,230.31258679
789,1010.52917706
790,126.385292547
791,981.902061424
792,1007.92587032
793,67.0856683163
794,501.087878791
795,73.0530212074
796,477.679090547
797,304.927824704
798,1015.23232152
799,265.40921488
800,108.82409131
801,1077.00508644
802,326.209002231
803,56.1481383193
804,123.51999098
805,138.474023267
806,156.423970829
807,1033.16817742
808,48.6664752297
809,203.797684654
810,245.805801131
811,88.5944440851
812,50.1613076542
813,485.777936593
814,128.587500517
815,154.144446652
816,167.888560013
817,125.072921667
818,70.0286437307
819,88.2916473583
820,284.127116339
821,601.862178012
822,152.986912374
823,997.772905911
824,229.734938357
825,525.079777608
826,58.7138879174
827,272.279607695
828,80.2681083668
829,40.8734406456
830,240.350329498
831,153.849920067
832,35.9069809103
833,257.749816255
834,272.127701795
835,506.256873105
836,33.4133845502
837,74.3795671957
838,55.506237668
839,61.5532715049
840,980.671589511
841,479.498773498
842,493.309076088
843,95.119756336
844,124.921678258
845,276.164561676
846,160.493898057
847,129.963100783
848,509.831241386
849,107.679856871
850,337.826205963
851,1040.73761376
852,42.4470775147
853,256.037154874
854,1030.93032069
855,96.6715702145
856,38.9118480856
857,128.372594457
858,957.480056174
859,258.398066975
860,262.189733035
861,230.920947003
862,225.414672016
863,120.546653523
864,1022.60337104
865,470.293764469
866,191.538934271
867,134.725434277
868,95.6266664622
869,128.285544965
870,28.2724430746
871,576.18526933
872,1006.69849734
873,297.848068411
874,525.79381625
875,116.153105187
876,1068.39062209
877,68.1188873542
878,161.5132611
879,279.768843073
880,66.9759811369
881,158.866795136
882,129.411684062
883,95.8668169347
884,96.6953021599
885,80.8593772115
886,548.237669818
887,133.708038856
888,108.154629671
889,1000.08375085
890,314.493714247
891,580.794068127
892,1004.77163749
893,515.470426144
894,145.108294439
895,98.647056937
896,51.7117559546
897,171.539567765
898,505.719911729
899,1015.39039817
900,492.685439658
901,988.001170536
902,581.049441235
903,72.3845730093
904,30.7588431317
905,340.075013029
906,581.642799006
907,1056.14004602
908,1011.84200409
909,139.798997433
910,174.373150182
911,540.429614503
912,257.025198095
913,153.519307315
914,94.1958398073
915,24.7023197035
916,533.611708586
917,1017.45750277
918,90.2211020809
919,168.385813046
920,100.82506044
921,531.234692593
922,570.351500576
923,46.5340739796
924,1103.27648245
925,967.534664809
926,535.629967454
927,258.403695102
928,504.299199315
929,1018.62377328
930,128.246151277
931,351.423585119
932,136.398429381
933,512.218763789
934,34.8734317816
935,512.906537033
936,985.676462794
937,576.170483208
938,261.682228185
939,43.9699865407
940,282.099319303
941,127.102511818
942,153.701103438
943,125.063671265
944,245.308648347
945,47.9304584763
946,4.60299396798
947,1086.67701447
948,109.108113217
949,65.1564662444
950,264.803808083
951,258.487672518
952,120.455355085
953,502.767675443
954,1079.07135153
955,492.442987065
956,77.1741339787
957,978.904714709
958,608.902050023
959,271.295750859
960,121.72452469
961,79.5883164107
962,13.2639197815
963,352.344929814
964,996.110553582
965,50.9774436334
966,33.531565166
967,977.989523665
968,969.573487212
969,533.075137263
970,111.97093438
971,1042.84820713
972,159.280425165
973,577.59299961
974,74.3829986471
975,71.3923871884
976,985.806010498
977,993.645508642
978,117.449427069
979,83.0700944403
980,127.350724028
981,123.235297752
982,575.6342924
983,267.940457725
984,491.795314123
985,1077.05494748
986,973.139728607
987,110.556052219
988,170.766498891
989,1014.49702615
990,588.421740027
991,596.829965726
992,973.215500369
993,983.74209568
994,116.337137235
995,110.515906087
996,52.172766963
997,221.297864242
998,485.376382161
999,121.614170605
1000,530.982140529
