Id,Delay
668,-0.866249957365
669,-0.773074909504
670,-0.609614900465
671,-0.919748814932
672,1.84844963204
673,0.416271774711
674,2.06371643657
675,0.481891743394
676,-0.681817863217
677,0.322665276905
678,-0.36607318934
679,-0.174475346308
680,-0.684630108439
681,1.80699234702
682,-0.669282440437
683,-0.897878205569
684,1.97522722271
685,-0.597804543338
686,0.613952207108
687,-0.866211319663
688,-0.566452091547
689,0.352143024734
690,1.92421417486
691,1.91420563949
692,-0.921954159512
693,0.557185774094
694,1.83067016833
695,0.43350579185
696,-0.427933650049
697,-0.64210302901
698,-0.278347767281
699,-0.940355314423
700,-0.925402515352
701,-0.693709226689
702,-0.937438029008
703,1.87912687147
704,-0.715683338302
705,-0.953130330737
706,-0.755712543159
707,-0.525273408057
708,-0.719055199012
709,1.87621721936
710,0.000501503477872
711,0.390667638829
712,0.697656307285
713,-0.624683260942
714,-0.995145759306
715,-0.593820133863
716,0.426609745726
717,-0.648877856659
718,-0.992114573222
719,-0.294965150731
720,-0.899812593537
721,-0.636371762536
722,-0.888843383786
723,-0.93686033423
724,-0.285444295715
725,-0.672000719678
726,2.08401203359
727,-0.704040559878
728,0.538599251362
729,-0.918955176728
730,-0.812199566919
731,-0.82061046292
732,-0.902101404729
733,-0.904815398096
734,-0.351840028588
735,-0.496236008099
736,0.507705018533
737,-0.293678029786
738,-0.399869995514
739,-0.337768592661
740,-0.90417273435
741,-0.80446884814
742,-0.728730280122
743,-0.328841682261
744,-0.885776417501
745,-0.663404528427
746,-0.359334209889
747,-0.86136764792
748,1.74456118576
749,-0.636788676506
750,-0.917633366257
751,0.655552227162
752,1.88415968041
753,-0.0735000701633
754,-0.427659505215
755,-0.986366793374
756,0.383406622561
757,-0.679803077473
758,0.555146158488
759,0.645860186465
760,1.84902083914
761,1.93760895777
762,-0.734033913011
763,-0.416744378109
764,2.05723005246
765,-0.797694557653
766,-0.66469732964
767,0.3888293708
768,-0.782680540621
769,0.444498193839
770,-0.629166274739
771,-0.738587848099
772,-0.958675007773
773,1.84633975837
774,-0.80078829852
775,1.81404693123
776,-0.684754028591
777,-0.648979079809
778,1.82317112022
779,-0.967841733915
780,0.465956037362
781,-0.299520526775
782,1.79261953843
783,-0.269610021175
784,-0.554572988761
785,1.93412590574
786,0.592311922734
787,-0.85350146153
788,-0.393908515401
789,1.88767822366
790,-0.697823017256
791,1.80396397273
792,1.88006537588
793,-0.871232860066
794,0.397919450317
795,-0.85378253487
796,0.329465149933
797,-0.175711235979
798,1.90143162517
799,-0.291275474482
800,-0.749177223721
801,2.08207367127
802,-0.113478705881
803,-0.903217470122
804,-0.706202016294
805,-0.662471951865
806,-0.609980934838
807,1.95388143395
808,-0.925096091398
809,-0.471446022109
810,-0.348601721332
811,-0.808334764615
812,-0.920724754157
813,0.353148598827
814,-0.691383102285
815,-0.616646945531
816,-0.57645504603
817,-0.701660782352
818,-0.86262671946
819,-0.809220232836
820,-0.2365387305
821,0.6926136514
822,-0.620031922077
823,1.85037507033
824,-0.395597732244
825,0.468078940476
826,-0.895714450664
827,-0.27118439037
828,-0.83268346137
829,-0.947885256081
830,-0.36455515258
831,-0.617508229384
832,-0.962408670237
833,-0.313673847638
834,-0.27162860867
835,0.413035136179
836,-0.969700692041
837,-0.849903317518
838,-0.905094579674
839,-0.887411243553
840,1.80036570472
841,0.334786447304
842,0.375171903914
843,-0.789252799318
844,-0.702103063329
845,-0.259823622612
846,-0.598079249961
847,-0.687360435549
848,0.423487658429
849,-0.752523307559
850,-0.0795065264772
851,1.97601673048
852,-0.943283471067
853,-0.318682181917
854,1.94733727134
855,-0.784714831258
856,-0.953621539606
857,-0.692011551901
858,1.73254672269
859,-0.311778168585
860,-0.300690202618
861,-0.392129488125
862,-0.408231483583
863,-0.714896944595
864,1.92298677927
865,0.307868246903
866,-0.507294275862
867,-0.673433947594
868,-0.787770442449
869,-0.692266110661
870,-0.984734343008
871,0.617526688268
872,1.87647617007
873,-0.196414561537
874,0.470167003094
875,-0.727744994415
876,2.05688240021
877,-0.868211418476
878,-0.595098327446
879,-0.24928362546
880,-0.871553618195
881,-0.602837385709
882,-0.688972943017
883,-0.787068170618
884,-0.784645431949
885,-0.83095441437
886,0.535799545793
887,-0.676409116193
888,-0.751134929848
889,1.85713267231
890,-0.147737712986
891,0.631004194835
892,1.87084145539
893,0.439978321822
894,-0.643071358085
895,-0.778937917045
896,-0.916190779456
897,-0.565778407037
898,0.411464900465
899,1.9018938886
900,0.373348204409
901,1.82179959254
902,0.631750982206
903,-0.855737277391
904,-0.977463365348
905,-0.0729303418047
906,0.633486137851
907,2.02105805059
908,1.89151732266
909,-0.658597330992
910,-0.557492164283
911,0.512966455999
912,-0.315792847931
913,-0.618475039983
914,-0.79195460767
915,-0.995174451873
916,0.493028859281
917,1.90793872088
918,-0.803577929964
919,-0.575000929392
920,-0.772568783177
921,0.486077753351
922,0.600467003055
923,-0.931331870636
924,2.15889909321
925,1.76194940652
926,0.498930852046
927,-0.311761710259
928,0.407310312311
929,1.91134924478
930,-0.692381309589
931,-0.0397437216908
932,-0.668541609373
933,0.430469488246
934,-0.965431077112
935,0.432480742982
936,1.81500145158
937,0.617483449224
938,-0.302174298635
939,-0.938830029444
940,-0.242468615719
941,-0.695725653529
942,-0.617943413731
943,-0.701687833294
944,-0.350055544812
945,-0.92724842459
946,-1.05395089374
947,2.11035728252
948,-0.748346658691
949,-0.876874424113
950,-0.293045865083
951,-0.311516135168
952,-0.715163928543
953,0.402831678298
954,2.0881160486
955,0.372639200488
956,-0.841731168152
957,1.79519883418
958,0.713200343385
959,-0.274061482115
960,-0.711452496902
961,-0.834671376433
962,-1.02862375544
963,-0.0370494341499
964,1.84551385477
965,-0.918338128378
966,-0.969355096563
967,1.79252254175
968,1.76791153321
969,0.491459764198
970,-0.739974913098
971,1.98218873695
972,-0.60162780775
973,0.62164331278
974,-0.849893282927
975,-0.858638725578
976,1.81538028783
977,1.83830532586
978,-0.723954161392
979,-0.824489615779
980,-0.694999806764
981,-0.707034544468
982,0.615915466881
983,-0.283873363091
984,0.370745211033
985,2.08221947989
986,1.77834029002
987,-0.744112451847
988,-0.568039091715
989,1.89928140151
990,0.653309789553
991,0.677897957114
992,1.77856186932
993,1.80934478341
994,-0.727206829648
995,-0.744229851149
996,-0.91484264534
997,-0.420270261202
998,0.351974333528
999,-0.711775205264
1000,0.485339215555
